DocID,TopicNo,Cluster,Citation,Publcation Year,Article Title,Source title,DOI,Abstract,DOI Link,Document Type,TopicNo,TopicValue,architectur, channel, cryptographi, exist, approach, complex, current, achiev, algorithm, analysi, applic, design, author, develop, effect, field, high, base, challeng, classic, communic, compar, comput, â, demonstr, devic, differ, direct, discuss, distribut, effici, entangl, experi, experiment, feasibl, function, futur, generat, howev, ieee, implement, import, improv, includ, increas, inform, integr, larg, learn, limit, low, mani, measur, onli, oper, optic, optim, perform, photon, physic, potenti, power, practic, present, problem, progress, promis, propos, protocol, provid, rate, recent, requir, result, scheme,secur, signific, simul, state, studi, techniqu, technolog, term, key, method, model, network, process, show, system, time, work, final, internet, number, qkd, resourc, solut, space, transmiss,DocWeight,DocWeightNorm
132,3,C1,Karthikeyan et al. (2022),2022,Machine learning aided synthesis and screening of HER catalyst: Present developments and prospects,Catalysis Reviews - Science and Engineering,10.1080/01614940.2022.2103980,"There have been significant advancements in catalysis today, especially with the aid of artificial intelligence (AI). Understanding the relationship between the descriptors and catalytic performance and underlying principles is crucial for hydrogen evolution reaction (HER) catalysis. As of today, the usage and application of machine learning (ML) are soaring and there has been a phenomenal demand owing to its immense pattern recognition capability and optimization potential. Its applications in computational quantum mechanical modeling have inspired promising development in HER catalyst scrutiny and screening. The present communication reviews the general scheme of ML, data sources, and computational tools for HER catalyst screening and therefore provides a strong basis for its application. Furthermore, the analysis elucidates how ML algorithms are used for the prediction of a) adsorption energies, b) reaction descriptors, c) structureÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“property relationships, d) catalyst discovery, and e) synthesis conditions and reaction design of HER catalysts. Lastly, key constraints and the need for an integrative platform have been highlighted. Based on literature surveys, recent trends, material advancements, systems understanding, and key challenges in deploying ML tools, future directions with a road map have been provided for an evolved design and development in the case of HER catalysis. Ãƒâ€šÃ‚Â© 2022 Taylor & Francis.",http://dx.doi.org/10.1080/09720529.2020.1729506,Journal,3,0.849161208,0,0,0,0,0,0,0,0,0.10729749,0.192373824,0.206887131,0.322652265,0,0.319397293,0,0,0,0.059872479,0.18060979,0,0.057239132,0,0.162985274,0.030292875,0,0,0,0.202143899,0,0,0,0,0,0,0,0,0.055178666,0,0,0,0,0,0,0,0,0,0.202143899,0,0.39234851,0,0,0,0,0,0,0,0.172058282,0.109832647,0,0,0.185159622,0,0,0.260410442,0,0,0.20847074,0,0,0.228990642,0,0.181729031,0,0,0.162727044,0,0.209197665,0,0,0,0,0,0,0.16211476,0,0.141887958,0,0,0,0.086860416,0,0,0,0,0,0,0,0,0,0,4.600861775,0.729906674
133,3,C3,Alvarado-Valiente et al. (2022),2022,A Guide forÃƒâ€šÃ‚Â Quantum Web Services Deployment,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-031-09917-5_42,"Quantum computing is a new paradigm for solving problems that classical computers cannot reach. To the point that it is already generating interest in the scientific and industrial communities. Currently, quantum computers and technology are being developed to support the execution of quantum software. Several large computer companies have already built functional quantum computers, and developed several programming languages and quantum simulators that can be used by the general public. All this infrastructure for quantum computing is offered to quantum developers through the cloud, following a model similar to the familiar Infrastructure as a Service. However, due to the early stages of quantum computing taking advantage of the capabilities of these computers requires a very in depth knowledge of quantum programming and quantum hardware that is far from what cloud developers are used to in classical cloud offerings. Although the future of quantum computing is still unknown, it is highly certain that there must be a time when quantum computing coexists with classical computing. At the same time, one of the most well-known and tested solutions for the communication of heterogeneous computing systems are web services. In this tutorial we will offer an introductory view on how quantum algorithms can be converted into web services, how this web services can be deployed, using the Amazon Braket platform for quantum computing, and invoked through classical web services endpoints. Finally, we will propose a way in which a disadvantage of current quantum computers in terms of web services can be transformed into an advantage for web services through the use of a Quantum API Gateway. Ãƒâ€šÃ‚Â© 2022, Springer Nature Switzerland AG.",http://dx.doi.org/10.1007/s10773-021-04756-6,Journal,3,0.809668005,0,0,0,0,0,0,0.206556599,0,0.068492681,0,0,0,0,0.271847014,0,0,0.079048524,0,0,0.391405079,0.036538241,0,0.728284396,0.019337267,0,0,0,0,0,0,0,0,0,0,0,0.131702738,0.035222955,0.09463562,0.107893938,0,0,0,0,0,0,0,0,0.128171691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098679696,0,0,0.056183079,0,0,0,0,0.092828203,0,0,0,0,0.109179994,0,0,0,0.066912263,0.118941524,0,0,0.090573289,0,0,0,0.055446803,0.184641125,0,0.133540019,0,0,0,0,0.127743018,0,0,3.433805755,0.405342658
134,3,C1,Jyothi & (2022),2022,Implications of Quantum Science on Industry 4.0: Challenges and Opportunities,Lecture Notes on Data Engineering and Communications Technologies,10.1007/978-3-031-04613-1_6,"The classical computers are structured based on of digital logic; information is encoded by operating on bits and performs operations using logical gates. Contrary to such traditional computing, the quantum computers exploit quantum theory and behavior of atomic and sub-atomic particles. In quantum this bit of data is represented by a single atom qubit. Qubits utilizes two states and the superposition of these two states and its quantum correlations. In Quantum mechanics the qubits work together to solve a particular problem. The quantum superposition and entanglement principle gives qubits the ability to perform with much faster computations than bits in classical computers. Quantum computers are disrupting every industry. They can solve problems that are intractable for current classical computers. This is the reason for increasing investment by Government and players like Google, Microsoft and IBM, in recent past. Advances in quantum computing, have implications in the future world and will change the way the world functions today. The present work outline various futuristic and practical examples in various fields such as online security, artificial intelligence, drug development, weather forecasting and climate change, where, the current capability of quantum on one hand, leave the several processes vulnerable, and on the other hand, its immense power of computation, gives opportunity to open doors to amazing developments in the field. In the present survey, the discussion is developed around the implications in these fields and a broad road map of futuristic events is sketched. Ãƒâ€šÃ‚Â© 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",http://dx.doi.org/10.1039/c5ra19763e,Journal,3,0.840645015,0,0,0,0,0,0,0.217425087,0,0,0,0,0,0.123637922,0.21461319,0,0.414471688,0,0.040230221,0.121357456,0.308999873,0,0,0.492817429,0.020354745,0,0,0,0,0.127201987,0,0,0.135369876,0,0,0,0.138632605,0.037076299,0,0,0,0,0,0,0,0.128430866,0.086337162,0,0,0,0,0,0,0,0,0.23400994,0,0,0.147600091,0,0,0,0.125595853,0.11700497,0.17497805,0.207743947,0,0,0,0,0,0,0.12210951,0,0,0,0.05461111,0,0,0.178743484,0,0,0,0,0,0,0,0,0.105648776,0,0,0,0.211297552,0,0,0,0,0,0,0,0,4.286299688,0.642425411
135,3,C1,Verma et al. (2022),2022,Post Quantum Digital Signature Change in IOTA to Reduce Latency in Internet of Vehicles (IoV) Environments,"2022 International Conference on IoT and Blockchain Technology, ICIBT 2022",10.1109/ICIBT52874.2022.9807757,"In the last decade, the Internet of Things has witnessed exponential growth in demand and development. The growth of IoT and the increasing need for automation have led to an exciting application in the transportation industry, namely the Internet of Vehicles (IoV). Simply put, IoV systems are vehicular ad-hoc networks (VANETs) enhanced by integrating them with automation over the internet. As briefly discussed in this paper, the IoV systems guarantee various advantages like a much safer and more efficient future. However, the primary challenge at hand is implementing IoV at the end-user level. Of the varied building blocks present on the road to the development of IoV, secure data transfer is an essential requirement, especially with recent advances in quantum computing. IOTA is a Distributed Ledger Technology (DLT) specifically designed to secure IoT data transmissions. This paper discusses the advantages of implementing IOTA for secure and private IoV systems. The paper suggests replacing IOTA's current post-quantum signature scheme Winternitz One Time Signature (W-OTS) with CRYSTALS Dilithium. These two post-quantum signature schemes are evaluated against each other to establish that employing Dilithium reduces both latency and signature space required, bringing a significant improvement to IOTA. This improvisation is beneficial, especially for the fast-paced functioning of IoV environments. Ãƒâ€šÃ‚Â© 2022 IEEE.",http://dx.doi.org/10.1103/PhysRevA.102.022424,Journal,3,0.848707616,0,0,0,0,0,0,0.122654941,0,0,0,0.052280868,0.122302488,0,0.161424905,0,0,0,0,0.136921565,0,0,0,0.061780147,0.022965244,0,0,0,0,0.287031314,0.082833818,0.101917248,0,0,0,0,0.156412254,0.041831338,0,0.128136546,0.118189641,0.171356517,0,0.132010872,0,0.14490214,0,0.153246727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098709503,0,0,0,0,0,0,0,0.13777007,0.220488483,0,0.246729058,0.184844975,0.158594237,0,0,0,0,0.079466061,0,0,0,0,0.039168894,0,0,0.197548497,0.109641359,0,0,0.606838507,0,0,0,0,0.148721097,0.154288078,4.581007391,0.724385072
136,3,C1,McLeod et al. (2022),2022,Challenges and Future Directions in the Implementation of Quantum Authentication Protocols,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-031-08760-8_14,"Quantum computing is a powerful concept in the technological world that is critically valued in information security due to its enhanced computation powers. Researchers have developed algorithms that allow quantum computers to hack into information security concepts that were previously considered difficult, if not impossible, including asymmetric key cryptography and elliptic curve cryptography. Studies have been done to focus on improving security protocols through quantum computing to counter these vulnerabilities. One such focus is on the topic of quantum authentication (QA). However, while several QA protocols have been theorized, only a few have been implemented and further tested. Among the protocols, we selected and implemented five quantum authentication protocols to determine their feasibility in a real-world setting. In this late-breaking work, we discuss the difficulties and obstacles developers might face while implementing authentication protocols that use quantum computing. Ãƒâ€šÃ‚Â© 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",,Journal,3,0.831548452,0,0,0.269314829,0,0,0,0,0,0.078522355,0,0,0,0.134657415,0.155827365,0,0,0,0,0.132173698,0,0,0,0.29818935,0.022168905,0,0,0,0.147932771,0.138539134,0,0,0,0,0,0.106129897,0,0.040380803,0,0.123693307,0,0.33082918,0,0.127433287,0.13299278,0,0.18806429,0,0,0,0,0,0,0,0.146448971,0,0,0,0,0,0,0,0.273579701,0,0,0,0,0,0,0.598265257,0,0,0,0,0,0,0.178435325,0,0,0,0.123693307,0,0.07671051,0,0.059319341,0,0,0,0,0,0,0,0.115064948,0,0,0,0,0,0,0,0,3.998366725,0.562349839
137,3,C1,Maurer et al. (2022),2022,Advancing the Security of LDACS,IEEE Transactions on Network and Service Management,10.1109/TNSM.2022.3189736,"The &#x201C;Single European Sky&#x201D; air traffic management master plan foresees the introduction of several modern digital data links for aeronautical communications. The candidate for long-range continental communications is the L-band Digital Aeronautical Communications System (LDACS). LDACS is a cellular, ground-based digital communications system for flight guidance and communications related to safety and regularity of flight. Hence, the aeronautical standards, imposed by the International Civil Aviation Organization (ICAO), for cybersecurity of the link and network layer, apply. In previous works, threat-and risk analyses of LDACS were conducted, a draft for an LDACS cybersecurity architecture introduced, algorithms proposed, and the security of a Mutual Authentication and Key Establishment (MAKE) procedure of LDACS formally verified. However, options for cipher-suites and certificate management for LDACS were missing. Also, previous works hardly discussed the topic of post-quantum security for LDACS. This paper proposes a cell-attachment procedure, which establishes a secure LDACS communication channel between an aircraft and corresponding ground-station upon cell-entry of the aircraft. Via the design of a hybrid LDACS Public Key Infrastructure (PKI), the choice of a pre-or post-quantum Security Level (SL) is up to the communications participants. With that, this work introduces a full LDACS cell-attachment protocol based on a PKI, certificates, certificate revocation and cipher-suites including pre-and post-quantum options. Evaluations in the symbolic model show the procedure to fulfill LDACS security requirements and a communications performance evaluation demonstrates feasibility, matching requirements imposed by regulatory documents. IEEE",,Conference Paper,3,0.835839391,0.186468907,0.155252268,0,0,0,0,0,0,0.09797532,0,0,0.147309871,0,0,0,0,0,0.109341333,0,0,0.418128872,0,0,0,0.12275643,0,0,0,0.172860531,0,0,0,0,0,0.132422297,0,0,0,0.154336829,0.142356064,0,0,0,0.165940134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100290218,0,0,0,0,0,0,0,0,0,0.160734114,0.124413041,0,0,0,0.265572113,0,0,0.445281041,0,0,0,0,0,0,0,0.148029981,0,0.129560515,0.04717782,0,0.130980806,0.158627701,0,0.430712696,0,0,0,0,0,0,0,0,4.146528902,0.603554469
138,4,C3,Biswas et al. (2022),2022,A Modified Key Sifting Scheme with Artificial Neural Network Based Key Reconciliation Analysis in Quantum Cryptography,IEEE Access,10.1109/ACCESS.2022.3188798,"Quantum Cryptography emerged from the limitations of classical cryptography. It will play a vital role in information security after the availability of expected powerful quantum computers. Still many quantum primitives like quantum money, blind quantum computation, quantum copy protection, etc. are theoretical as they require a completely functional quantum computer for their implementation. But one prominent quantum cryptographic primitive, the Quantum Key Distribution (QKD) is possible with current technology. The QKD is a key establishment system having several stages namely raw key generation, key sifting, key reconciliation, and privacy amplification. In this paper, an efficient key sifting scheme has been developed. Successful simulation has shown that the proposed modified key sifting scheme requires less time to build the sifted key compared to the sifted key in conventional BB84 protocol in most cases. This paper also represents Tree Parity Machine (TPM) based key reconciliation analysis using different learning algorithms such as Hebbian, Anti-Hebbian, and Random-Walk. This reconciliation analysis helps to choose the optimum learning algorithm for Artificial Neural Network (ANN) based key reconciliation in future Quantum Key Distribution systems. Ãƒâ€šÃ‚Â© 2022 IEEE.",,Conference Paper,4,0.843247235,0,0,0.307219415,0,0,0,0.090044121,0,0.119431929,0.321194512,0,0,0,0.059253071,0,0,0,0.099965324,0,0.085312516,0,0.09662186,0.136063146,0.016859371,0,0,0.096912549,0,0,0.121620838,0.074820052,0,0,0,0,0.114826226,0.030709453,0.082508923,0,0.086766031,0.062898595,0,0,0,0,0.071511103,0,0,0.218359903,0.104357954,0,0.114432483,0,0,0,0,0,0,0,0,0,0.104028181,0,0,0,0,0,0.048983727,0.075829757,0,0,0,0.16186622,0,0.271695144,0.045233137,0,0.095189567,0,0,0,0.058338063,0,0.631569984,0,0,0.057509768,0,0,0.096683594,0.080490519,0,0,0,0,0.201656489,0,0,0,0,4.440763526,0.685382564
139,2,C4,Simion et al. (2022),2022,Classifying Mechanical Vibrations using Artificial Neural Networks and Quantum Angle Encoding,"2022 23rd International Carpathian Control Conference, ICCC 2022",10.1109/ICCC54292.2022.9805920,"Artificial Neural Networks are computing models that have been leading the progress in Machine Learning applications. In parallel, the first quantum computing devices have become available, paving the way for a new paradigm in information processing. Data representation is important for machine learning models. High-dimensional data can be converted to low dimensional codes efficiently by an artificial neural network. Due to quantum properties, a quantum algorithm can also perform this task, leaving only the neural network to perform the classification. In this paper, a quantum angle encoding algorithm is used to encode the vibration data into a binary representation, leaving the artificial neural networks for the classification. The vibration data in converted by applying a rotation on each of the Bloch sphere axes (X, Y and Z). After the rotation is performed, a measurement is made, collapsing the state into a single binary representation (0 or 1). Using the original and the converted data, multiple artificial neural networks topologies were trained to classify the data. Ãƒâ€šÃ‚Â© 2022 IEEE.",http://dx.doi.org/10.1166/jolpe.2017.1501,Journal,2,0.833956838,0,0,0,0,0,0,0,0,0.232087432,0,0.074583762,0,0,0,0,0,0.133927953,0,0,0,0,0,0.176270822,0.032762162,0,0.186083406,0,0,0,0,0.145394904,0,0,0,0,0,0,0,0,0.16860906,0,0.197152529,0,0,0,0.138964751,0,0,0.424330326,0,0.211469788,0,0.209408673,0.216428592,0,0,0,0.356356568,0,0,0,0,0,0,0,0.222372204,0,0,0,0,0,0,0,0,0,0,0,0,0.143849086,0,0,0,0,0,0,0.306907568,0.335269503,0.170047932,0,0,0,0,0,0,0,0,0,0,0,0,4.082277021,0.585685705
140,3,C1,KÃƒÆ’Ã‚Â¤ppler & Schneider (2022),2022,Post-Quantum Cryptography: An Introductory Overview and Implementation Challenges of Quantum-Resistant Algorithms,EPiC Series in Computing,10.29007/2tpw,"Cryptographic algorithms are an essential measure to ensure confidentiality and integrity of internet communication. The development of quantum computers (QCs) and their potential to utilize ShorÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Law, is increasingly recognized as a threat to asymmetric cryptography. In response, post-quantum cryptography (PQC) is gaining prominence as a notable field of research aiming to standardize quantum resistant algorithms before the operational usage of QCs. This paper is addressed to people with preliminary knowledge in the field of cryptography and QC. Based on a literature review, the authors provide an overview of challenges faced by the research community and elaborate the advancements in addressing post-quantum threats. A migration strategy from classical cryptosystems to PQC systems is in development, but obstacles such as time constraints and improper implementation complicate the process. Full implementation could take a decade or more. Until then, our paper aims to create awareness for potential challenges when transitioning towards PQC. As categorization scheme for these potential obstacles, we refer to a well-established model in cybersecurity ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ the McCumber Cube. Conclusions embrace preparing for risks of improper implementation and deriving a multi-step migration. Special attention is expected to be needed for data migration of existing data sets. As a request for future research in PQC, the authors identified the process of implementing post-cryptography standards, e.g., from the National Institute of Standards and Technology (NIST), and an assessment of the perceived readiness of industry to adapt. Ãƒâ€šÃ‚Â© 2022, EasyChair. All rights reserved.",,Conference Paper,3,0.832597136,0,0,0.561348318,0.118525696,0,0,0,0,0.19640237,0,0,0,0.224539327,0.129919959,0,0.2509079,0,0.036531133,0.330596648,0.093529319,0.034924399,0,0.049722651,0.036966335,0,0,0,0,0,0,0,0,0,0,0,0,0.033667208,0,0,0,0.344783101,0,0,0,0.116621906,0,0.123337898,0,0,0,0,0,0.118140419,0,0.106246598,0,0,0,0,0,0.338924874,0,0,0,0,0,0,0,0,0.069859206,0,0,0,0,0.099287743,0,0,0,0,0,0,0.063956843,0,0,0,0.086572796,0,0.191869167,0,0.052997796,0.088242895,0,0,0.12210079,0,0,0,0,0,0,4.020523295,0.56851169
141,1,C5,Mishra (2022),2022,Blockchain-based security in smart grid network,International Journal of Communication Networks and Distributed Systems,10.1504/IJCNDS.2022.123863,"The cybersecurity threats in the smart grid network are prominent with conventional approaches providing integrated security control and communication protection for smart grids that are vulnerable to some types of attacks and limit their use in real-time applications. In this study, the statistical function predicts the system performance of the future timestamp and compares it with the actual performance to detect the attack. The asymmetric encryption function is used to find the user authentication, which is complex and increases the network latency. In this paper, a blockchain-based methodology is proposed for cybersecurity threat detection in smart grid networks without increasing the network latency. The proposed model is based on blockchain-based secure user authentication, lightweight data encryption and quantum key distribution multi-constraint-based edge selection, bi-fold intrusion detection system, and optimal user privacy management. The results show that the accuracy of the proposed model is 98%. Copyright Ãƒâ€šÃ‚Â© 2022 Inderscience Enterprises Ltd.",http://dx.doi.org/10.1145/3349266.3355614,Conference Paper,1,0.847451389,0,0,0,0,0.1648277,0.199808642,0,0,0,0,0.065867269,0,0,0,0,0,0,0.285926679,0,0,0.054670177,0.165818103,0,0.028933297,0,0,0,0,0,0.104360114,0,0,0,0,0,0.39411924,0.052702186,0,0,0,0,0,0,0,0.36511667,0,0.193071457,0,0,0.179094441,0,0,0,0,0,0,0.164336116,0.209806472,0,0,0,0,0,0,0,0,0,0.252191025,0,0.109356644,0,0,0,0.105998318,0,0.232881246,0,0,0,0.161435811,0,0,0,0.077419435,0,0.271039738,0.246739214,0,0.137005489,0.165924049,0.13813422,0,0,0,0,0,0,0,0,0,4.526583752,0.709249591
142,1,C4,Engel et al. (2022),2022,Segment Routing with Digital Annealing,"Proceedings of the IEEE/IFIP Network Operations and Management Symposium 2022: Network and Service Management in the Era of Cloudification, Softwarization and Artificial Intelligence, NOMS 2022",10.1109/NOMS54207.2022.9789782,"The growing demand in broadband and data networks is a tremendous driver for innovation and investment. Efficient usage of resources and reliable operations are key objectives for network management. Optimization plays a pivotal role to make the best decisions in limited time. To tackle such difficult and elaborate (typically NP-hard) computational problems the latest developments in Quantum Computing are coming into focus. Successes with models for road traffic, logistics or financial industry have already demonstrated the applicability of these new methods to real-world problems. In this paper we formulate a model for resource assignment for transporting data over networks. For applicability in existing network management environments the model was designed on top of Segment Routing (SR) concepts. The validity of the model is proven for different cost and reliability targets. Based on a Digital Annealer (DA) as quantum-inspired hardware and an appropriate decomposition approach realistic data sets of a tier-1 provider can be processed. The quality of the results is comparable to classical optimization methods while the new approaches outperform those in computation time and have potential for a higher number of demands. An end-to-end comparison of quadratic model creation and solving on large data sets versus a processing as linear integer problem is presented. This shows that quantum approaches and algorithms are not only a preparation for a more distant future of fully functional quantum computers but can generate business advantages even today. Ãƒâ€šÃ‚Â© 2022 IEEE.",http://dx.doi.org/10.1016/j.applthermaleng.2019.113742,Journal,1,0.862095416,0,0,0,0.128185274,0.34162964,0,0,0,0.070802907,0,0.091013066,0.106455045,0,0.070254072,0,0,0,0.039508338,0,0.101151748,0,0.114560799,0.21509974,0.019989504,0.088711239,0,0.114905457,0,0,0,0.088711239,0,0,0,0,0.136145011,0.036411009,0.097827636,0,0.102875124,0,0,0,0,0,0,0,0.132494863,0,0.123733186,0,0,0,0.13205173,0.114905457,0,0.22707384,0,0,0,0.122182163,0,0,0.08591914,0.306024349,0,0,0,0,0.075552574,0,0,0,0.073232366,0,0,0,0,0,0,0,0,0,0.05348772,0.200052054,0.468141419,0.136374212,0.207506073,0.094654672,0,0.190868985,0,0,0,0.136145011,0,0.258900883,0,0,0,5.103537548,0.869703277
143,4,C4,Prakasan et al. (2022),2022,Authenticated-Encryption in the Quantum Key Distribution Classical Channel Using Post-Quantum Cryptography,"Proceedings - 2022 6th International Conference on Intelligent Computing and Control Systems, ICICCS 2022",10.1109/ICICCS53718.2022.9788239,"Quantum computers are much faster than traditional computers and can easily break all Asymmetric Cryptographic Algorithms like RSA, Diffie-Hellman, elliptic curve, etc. For the secure transition of data in the future, we should use Quantum Cryptography, which is an emerging cryptographic technique that can be used for the secure transmission of data in a quantum world. Quantum Cryptography provides unconditional security to the data which were transmitted. Quantum Cryptography uses two channels for communication - a classical channel and a quantum channel. However, authentication in the classical channel is currently done by the classical cryptographic algorithms that are not efficient and quantum-safe. In addition to that, the existing QKD schemes do not ensure confidentiality to the data transmitted through the classical channel. PostQuantum Cryptography(PQC) is a computational-security based cryptographic technique that is quantum-resistant. So, as a solution to the authentication and encryption inefficiencies in the classical channel, PQC can be used. Here we are proposing an Authenticated-Encryption Scheme in the classical channel using the PQC algorithms Falcon and NTRU that are Quantum safe. Ãƒâ€šÃ‚Â© 2022 IEEE.",http://dx.doi.org/10.2478/msr-2019-0025,Journal,4,0.800522387,0,0.628867192,0.425358041,0.089812076,0,0,0.074801896,0,0.14882262,0,0,0,0,0,0,0,0,0.027681229,0,0.496098635,0.026463737,0,0.113031047,0.0140055,0,0,0,0,0,0.050516731,0.062154882,0,0,0,0,0,0.025511108,0,0.078144888,0.072078704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040692003,0,0.052935359,0,0,0,0,0.150469285,0.150305178,0,0,0,0,0.182597031,0,0,0.037475781,0,0,0,0,0,0,0,0,0,0,0,0.083760536,0,0.092521081,0,0.094093566,3.218198104,0.345381111
144,4,C7,Iqbal et al. (2022),2022,Quantum Bit Retransmission Using Universal Quantum Copying Machine,"2022 International Conference on Optical Network Design and Modeling, ONDM 2022",10.23919/ONDM54585.2022.9782866,"Quantum internet, which is expected to be a combination of quantum and classical networks, promises to provide information-Theoretic security for data exchange. Classical networks have well-established protocols for reliable end-To-end transmission that implicitly make use of duplicating classical bits. However, quantum bits (qubits) cannot be copied due to the no-cloning theorem. In this paper, we take advantage of the principle of creating imperfect clones using a Universal Quantum Copying Machine (UQCM) and propose the Quantum Automatic Repeat Request (QARQ) protocol, inspired by its classical equivalent. A simulation platform has been developed to study the feasibility of QARQ. Results show that our proposal is well suited for applications that are compatible with low fidelity requirements. Ãƒâ€šÃ‚Â© 2022 IFIP TC6 WG6.10.",http://dx.doi.org/10.1109/ACCESS.2017.2736978,Journal,4,0.824932396,0,0,0,0,0,0,0,0,0,0,0.073946695,0,0,0.114160674,0,0,0,0,0,0.657473729,0,0,0,0.03248232,0,0,0,0,0,0,0,0,0,0,0.155503631,0,0,0,0.181237888,0,0,0,0,0,0,0.137777765,0,0,0,0,0.209663491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223538151,0.188750226,0.292196709,0.122770574,0,0,0.155930795,0.119000308,0,0.087148993,0,0.183398176,0,0.181237888,0,0,0,0,0,0,0.110801918,0,0.153810888,0,0,0,0,0.214579939,0,0,0,0,0,0.218226932,3.813637689,0.510975786
145,3,C1,Zaritskyi & Ponomarenko (2022),2022,Technology in the Industrial Revolutions and Its Impact on the Key Performance Indicators of Organizations,CEUR Workshop Proceedings,,"Context. The article considers topical issues of interconnection of life cycles of business, production, product models of enterprises and key indicators of their activities through the prism of the evolution of information systems, their impact on the pace of development of enterprises and the role that information systems play in industrial revolutions. Objective. The overall objective of the study is to assess the impact of information systems on the development of enterprises in the process of industrial revolutions by assessing the key performance indicators covering all perspectives (functional areas of enterprise development) of the balanced scorecard as one of the progressive systems of strategic management of organizations. Method. Formalization of key performance indicators through the mathematical apparatus was carried out using the methodology of strategic management of the enterprise - the balanced scorecard. Results. The study formalized the types of basic IS and software, their impact on the development processes of enterprises during the industrial revolutions by assessing certain key performance indicators in terms of the balanced scorecard methodology, which was first described using a mathematical apparatus. Conclusions. The main directions of transformation of modern production are defined by three global technological trends: network integration, intellectualization and flexible automation. The development and widespread implementation of IP has doubled the pace of technological revolutions and, in fact, determines all further enterprise development strategies within these technological trends. The next (fifth) industrial revolution will be defined exclusively by the development of data science and the transition to new system architectures of computing systems or their combinations, for example using neurosynaptic and quantum computers, which will allow using all the possibilities of industrial Internet of Things and Digital twinÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s concepts in almost real time. Ãƒâ€šÃ‚Â© 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",,Conference Paper,3,0.835693777,0.139012342,0,0,0,0,0,0,0,0,0,0,0,0.125256589,0.507320111,0,0,0,0,0,0,0,0,0.110948754,0.020621229,0,0,0,0.137605154,0,0,0,0,0,0,0,0.140447582,0,0,0,0,0.076933258,0,0,0,0,0.262402462,0.137605154,0,0,0,0,0,0,0,0,0,0,0.29906494,0,0,0,0,0,0,0,0.139965983,0,0,0,0,0,0,0,0.075546718,0,0,0,0,0,0.230115834,0,0.285420505,0.126839044,0.275890425,0.103187136,0.096587205,0.035171007,0.214063858,0,0.354770271,0.098450495,0,0,0.136224943,0,0,0,0,0,0,4.129450999,0.59880502
146,2,C6,Berganza et al. (2022),2022,Towards AutoQML: A Cloud-Based Automated Circuit Architecture Search Framework,"2022 IEEE 19th International Conference on Software Architecture Companion, ICSA-C 2022",10.1109/ICSA-C54293.2022.00033,"The learning process of classical machine learning algorithms is tuned by hyperparameters that need to be customized to best learn and generalize from an input dataset. In recent years, Quantum Machine Learning (QML) has been gaining traction as a possible application of quantum computing which may provide quantum advantage in the future. However, quantum versions of classical machine learning algorithms introduce a plethora of additional parameters and circuit variations that have their own intricacies in being tuned.In this work, we take the first steps towards Automated Quantum Machine Learning (AutoQML). We propose a concrete description of the problem, and then develop a classical-quantum hybrid cloud architecture that allows for parallelized hyperparameter exploration and model training.As an application use-case, we train a quantum Generative Adversarial neural Network (qGAN) to generate energy prices that follow a known historic data distribution. Such a QML model can be used for various applications in the energy economics sector. Ãƒâ€šÃ‚Â© 2022 IEEE.",,Article,2,0.797550321,0.272812664,0,0,0,0,0,0,0,0.14334244,0,0.138193847,0,0,0.071115654,0,0,0,0.039992861,0,0.307176758,0,0,0.05443442,0.020234651,0,0,0,0,0,0.072984787,0,0,0,0,0,0,0.036857547,0.198054748,0.112900971,0.104136764,0,0,0,0,0,0,0,0,0.786227977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103259124,0,0,0.058790367,0,0.076479135,0,0.121389058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189553045,0.034511669,0.105025443,0,0,0,0.105025443,0,0,0,0,0,0,0,0,3.152499373,0.32710997
